"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TopologicalCoefficient","Type(s)"
"23477","7.35248042","4.7472E-4","17",,"0.13600852","0.33333333","","14","Era-like 12S mitochondrial rRNA chaperone 1","1.0","0.283","1.0","26284","false","Cytoplasm","ERAL1","3.66666667","23","17","","3","0","0","0.71125089","true","0","ERAL1","59594","","0.41666667","other"
"23478","4.98908141","0.00352268","",,"0.2004377","0.15384615","","14","leucine rich repeat containing 48","1.0","-0.287","1.0","83450","false","Cytoplasm","LRRC48","20.57142857","2","","","14","0","0","0.81867812","true","0","LRRC48","585324","","0.12445223","other"
"23479","5.69902682","5.8829E-4","17","17","0.17546855","0.0","","14","tensin 4","3.51E-19","-1.636","4.02E-20","84951","false","Cytoplasm","TNS4","8.5","4","17","","4","0","0","0.78640787","true","0","TNS4","78314","","0.25862069","other"
"23480","5.8694517","0.0","5","5","0.17037367","0.0","","15","WW and C2 domain containing 1","1.0","0.394","0.988","23286","false","Cytoplasm","WWC1","19.0","1","5","","1","0","0","0.77866129","true","0","WWC1","0","","0.0","transcription regulator"
"23481","5.64111085","6.624E-5","1","1","0.17727005","0.16666667","","14","tumor protein p73","1.0","0.005","1.0","7161","false","Nucleus","TP73","12.0","4","1","","4","0","0","0.78904042","true","0","TP73","10690","","0.33823529","transcription regulator"
"23482","7.9807738","0.00168026","17","17","0.12530113","0.0","","16","intercellular adhesion molecule 2","3.16E-72","-1.296","1.07E-73","3384","false","Plasma Membrane","ICAM2","4.5","4","17","","4","0","0","0.6826921","true","0","ICAM2","240434","","0.26923077","other"
"23483","8.70543556","0.0","15",,"0.11487076","1.0","","18","myosin VC","1.0","0.064","1.0","55930","false","Cytoplasm","MYO5C","6.5","2","15","","2","0","0","0.64975293","true","0","MYO5C","0","","0.65","other"
"23484","7.83764538","0.00159392","3","3","0.12758934","0.14285714","","18","MDS1 and EVI1 complex locus","1.0","-0.446","0.891","2122","false","Nucleus","MECOM","3.625","8","3","","8","0","0","0.68919794","true","0","MECOM","497804","","0.1875","transcription regulator"
"23485","5.78376454","4.338E-5","3","3","0.17289777","0.0","","15","lipase, member H","1.0","0.46","0.641","200879","false","Extracellular Space","LIPH","13.0","2","3","","2","0","0","0.78255616","true","0","LIPH","8414","","0.5","enzyme"
"23486","5.81058628","6.297E-5","19",,"0.17209967","0.33333333","","15","IGF-like family receptor 1","1.0","0.134","1.0","79713","false","Plasma Membrane","IGFLR1","17.66666667","3","19","","3","0","0","0.78133699","true","0","IGFLR1","8044","","0.38518519","other"
"23487","7.29931165","2.303E-5","X",,"0.13699922","0.0","","16","dystrophin","2.74E-166","-2.646","2.15E-168","1756","false","Plasma Membrane","DMD","3.0","2","X","","2","0","0","0.71366765","true","0","DMD","1710","","0.5","other"
"23488","6.88393069","5.9104E-4","1","1","0.14526584","0.0","","15","nexilin (F actin binding protein)","1.23E-49","-1.498","6.51E-51","91624","false","Plasma Membrane","NEXN","3.0","3","1","","3","0","0","0.7325486","true","0","NEXN","54798","","0.33333333","other"
"23489","6.40185141","5.0884E-4","9","9","0.15620481","0.0","","15","phosphatidylinositol glycan anchor biosynthesis, class O","1.0","0.293","1.0","84720","false","Cytoplasm","PIGO","3.66666667","14","9","","3","0","0","0.7544613","true","0","PIGO","73470","","0.33333333","enzyme"
"23490","7.69784002","0.0","19","19","0.12990657","0.0","","15","dermokine","1.0","-0.494","0.519","93099","false","Extracellular Space","DMKN","2.0","1","19","","1","0","0","0.69555273","true","0","DMKN","0","","0.0","other"
"23491","7.12508901","1.8815E-4","9","9","0.14034912","0.0","","16","doublesex and mab-3 related transcription factor 2","3.86E-41","-2.037","2.42E-42","10655","false","Nucleus","DMRT2","2.5","2","9","","2","0","0","0.72158686","true","0","DMRT2","20034","","0.5","other"
"23492","7.57678614","3.639E-5","17",,"0.13198208","0.0","","17","growth arrest-specific 2 like 2","3.67E-33","-2.497","2.76E-34","246176","false","Cytoplasm","GAS2L2","2.5","2","17","","2","0","0","0.70105518","true","0","GAS2L2","1928","","0.5","other"
"23493","1.0","0.0","X",,"1.0","0.0","","1","",,,,,"false","","DMRTC1","1.0","1","X","","1","0","0","1.0","true","0","DMRTC1","0","","0.0",""
"23494","1.0","0.0","X","0","1.0","0.0","","1","",,,,,"false","","DMRTC1B","1.0","1","X","","1","0","0","1.0","true","0","DMRTC1B","0","","0.0",""
"23495","7.99145502","9.4922E-4","2",,"0.12513366","0.0","","17","testis expressed 261","1.0","-0.15","1.0","113419","false","Extracellular Space","TEX261","2.5","2","2","","2","0","0","0.68220659","true","0","TEX261","278016","","0.5","other"
"23496","5.82459055","0.0","14",,"0.17168589","0.0","","16","dynein, axonemal, assembly factor 2","1.0","0.209","1.0","55172","false","Cytoplasm","DNAAF2","29.0","3","14","","1","0","0","0.78070043","true","0","DNAAF2","0","","0.0","other"
"23497","6.72347496","0.0","7",,"0.14873261","0.0","","17","dynein, axonemal, assembly factor 5","1.0","0.463","0.81","54919","false","Cytoplasm","DNAAF5","8.0","11","7","","1","0","0","0.73984205","true","0","DNAAF5","0","","0.0","other"
"23498","5.72371232","0.0020549","2",,"0.17471179","0.35714286","","16","v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog","0.873","0.565","0.285","4613","false","Nucleus","MYCN","23.75","8","2","","8","0","0","0.7852858","true","0","MYCN","451206","","0.20614035","transcription regulator"
"23499","6.48801329","0.0","1","1","0.15413039","0.0","","14","dynein, axonemal, heavy chain 14","4.88E-93","1.223","1.14E-94","127602","false","Other","DNAH14","3.0","1","1","","1","0","0","0.75054485","true","0","DNAH14","0","","0.0","other"
"23500","9.41134583","4.7472E-4","11","11","0.10625473","0.0","","19","serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)","0.0396","0.583","0.0105","871","false","Extracellular Space","SERPINH1","1.5","2","11","","2","0","0","0.6176661","true","0","SERPINH1","62876","","0.5","other"
"23501","6.09280798","4.7472E-4","16",,"0.16412794","0.0","","16","DnaJ (Hsp40) homolog, subfamily A, member 2","1.0","-0.058","1.0","10294","false","Nucleus","DNAJA2","7.0","9","16","","2","0","0","0.76850873","true","0","DNAJA2","67052","","0.5","enzyme"
"23502","7.09257061","0.0","17",,"0.1409926","0.0","","17","SNF8, ESCRT-II complex subunit","1.0","0.339","1.0","11267","false","Cytoplasm","SNF8","2.0","11","17","","1","0","0","0.72306497","true","0","SNF8","0","","0.0","enzyme"
"23503","6.94445763","0.0","19","19","0.14399973","0.0","","17","zinc finger protein 606","1.0","0.256","1.0","80095","false","Nucleus","ZNF606","7.0","1","19","","1","0","0","0.72979738","true","0","ZNF606","0","","0.0","other"
"23504","6.94445763","0.0","3",,"0.14399973","0.0","","17","mitochondrial ribosomal protein S25","1.0","-0.22","1.0","64432","false","Cytoplasm","MRPS25","7.0","4","3","","1","0","0","0.72979738","true","0","MRPS25","0","","0.0","other"
"23505","6.02943271","3.3944E-4","16",,"0.16585308","0.0","","15","solute carrier family 7, member 6 opposite strand","1.0","-0.3","1.0","84138","false","Other","SLC7A6OS","8.5","2","16","","2","0","0","0.77138942","true","0","SLC7A6OS","55904","","0.5","other"
"23506","6.13410871","7.7706E-4","4",,"0.16302287","0.0","","15","peptidylprolyl isomerase D","1.0","0.311","1.0","5481","false","Cytoplasm","PPID","5.33333333","3","4","","3","0","0","0.76663142","true","0","PPID","96810","","0.33333333","enzyme"
"23507","1.0","0.0","19",,"1.0","0.0","","1","DnaJ (Hsp40) homolog, subfamily B, member 1","1.0","-0.09","1.0","3337","false","Nucleus","DNAJB1","1.0","1","19","","1","0","0","1.0","true","0","DNAJB1","0","","0.0","other"
"23508","1.77777778","0.04166667","4",,"0.5625","0.66666667","","3","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5","1.0","0.396","0.995","8467","false","Nucleus","SMARCA5","4.0","3","4","","3","0","0","0.80555556","true","0","SMARCA5","6","","0.5","transcription regulator"
"23509","7.99596487","4.5977E-4","19",,"0.12506308","0.0","","17","ferredoxin 1-like","1.0","0.176","1.0","112812","false","Cytoplasm","FDX1L","3.0","2","19","","2","0","0","0.6820016","true","0","FDX1L","44704","","0.5","transporter"
"23510","5.80417755","1.2356E-4","6",,"0.1722897","0.33333333","","14","LEM domain containing 2","1.0","0.273","1.0","221496","false","Nucleus","LEMD2","36.25","1","6","","4","0","0","0.78162829","true","0","LEMD2","30102","","0.40449438","other"
"23511","2.2","0.0","7",,"0.45454545","0.0","","3","DnaJ (Hsp40) homolog, subfamily B, member 6","1.0","0.087","1.0","10049","false","Nucleus","DNAJB6","3.0","1","7","","1","0","0","0.7","true","0","DNAJB6","0","","0.0","transcription regulator"
"23512","1.0","0.0","2","2","1.0","0.0","","1","melanoregulin","7.07E-5","0.726","1.49E-5","55686","false","Cytoplasm","MREG","1.0","1","2","","1","0","0","1.0","true","0","MREG","0","","0.0","other"
"23513","1.0","0.0","22",,"1.0","0.0","","1","DnaJ (Hsp40) homolog, subfamily B, member 7","1.0","-0.054","1.0","150353","false","Other","DNAJB7","1.0","1","22","","1","0","0","1.0","true","0","DNAJB7","0","","0.0","other"
"23514","1.0","0.0","22",,"1.0","0.0","","1","X-prolyl aminopeptidase 3, mitochondrial","1.0","0.267","1.0","63929","false","Cytoplasm","XPNPEP3","1.0","1","22","","1","0","0","1.0","true","0","XPNPEP3","0","","0.0","peptidase"
"23515","8.860432","0.0","2",,"0.11286131","0.0","","19","DnaJ (Hsp40) homolog, subfamily C, member 10","5.46E-5","0.707","1.14E-5","54431","false","Cytoplasm","DNAJC10","2.0","1","2","","1","0","0","0.64270764","true","0","DNAJC10","0","","0.0","enzyme"
"23516","7.86066936","4.7472E-4","1",,"0.12721563","0.0","","18","ubiquitination factor E4B","1.0","-0.116","1.0","10277","false","Cytoplasm","UBE4B","2.0","2","1","","2","0","0","0.68815139","true","0","UBE4B","94332","","0.5","other"
"23517","6.60645621","0.0023718","3",,"0.15136708","0.0","","15","DnaJ (Hsp40) homolog, subfamily C, member 19","1.0","0.419","0.984","131118","false","Cytoplasm","DNAJC19","5.0","1","3","","3","0","0","0.74516108","true","0","DNAJC19","214518","","0.33333333","other"
"23518","7.60479468","0.00142349","8",,"0.13149599","0.0","","16","eukaryotic translation initiation factor 4E binding protein 1","0.0428","0.664","0.0114","1978","false","Cytoplasm","EIF4EBP1","3.0","10","8","","2","0","0","0.69978206","true","0","EIF4EBP1","128718","","0.5","translation regulator"
"23519","7.60621885","0.0","3",,"0.13147137","0.0","","16","golgi reassembly stacking protein 1, 65kDa","1.0","-0.264","1.0","64689","false","Cytoplasm","GORASP1","3.0","2","3","","1","0","0","0.69971733","true","0","GORASP1","0","","0.0","other"
"23520","6.79492048","0.00390482","7",,"0.14716876","0.1","","15","DnaJ (Hsp40) homolog, subfamily C, member 2","0.142","0.556","0.0406","27000","false","Nucleus","DNAJC2","4.4","1","7","","5","0","0","0.73659452","true","0","DNAJC2","588400","","0.22352941","other"
"23521","7.79444576","0.0","7",,"0.12829649","1.0","","16","family with sequence similarity 133, member B","1.0","0.157","1.0","257415","false","Other","FAM133B","3.5","2","7","","2","0","0","0.69116156","true","0","FAM133B","0","","0.7","other"
"23522","7.63256587","0.00427893","1",,"0.13101754","0.0","","16","G patch domain containing 4","1.0","0.412","0.998","54865","false","Other","GPATCH4","2.16666667","6","1","","6","0","0","0.69851973","true","0","GPATCH4","752290","","0.16666667","other"
"23523","7.79444576","0.0","2","2","0.12829649","1.0","","16","NOP58 ribonucleoprotein","0.17","0.548","0.049","51602","false","Nucleus","NOP58","3.5","1","2","","2","0","0","0.69116156","true","0","NOP58","0","","0.7","enzyme"
"23524","6.82126751","4.8553E-4","11",,"0.14660032","0.0","","16","DnaJ (Hsp40) homolog, subfamily C, member 24","1.0","0.019","1.0","120526","false","Other","DNAJC24","2.33333333","4","11","","3","0","0","0.73539693","true","0","DNAJC24","53866","","0.33333333","other"
"23525","7.82103014","0.0","18",,"0.12786039","0.0","","17","zinc finger and BTB domain containing 14","1.0","-0.225","1.0","7541","false","Nucleus","ZBTB14","3.0","1","18","","1","0","0","0.68995318","true","0","ZBTB14","0","","0.0","transcription regulator"
"23526","8.21006409","0.0","9",,"0.12180173","0.0","","16","DnaJ (Hsp40) homolog, subfamily C , member 25","1.0","-0.2","1.0","548645","false","Other","DNAJC25","4.0","1","9","","1","0","0","0.67226981","true","0","DNAJC25","0","","0.0","other"
"23527","7.21030145","0.00109851","17","17","0.13869046","0.0","trastuzumab, BMS-599626, varlitinib, tesevatinib, CP-724,714, afatinib, pertuzumab, ertumaxomab, sapitinib, trastuzumab emtansine, lapatinib/pazopanib, lapatinib/letrozole, paclitaxel/trastuzumab, capecitabine/lapatinib, cyclophosphamide/docetaxel/epirubicin/5-fluorouracil/trastuzumab, docetaxel/trastuzumab, paclitaxel/pertuzumab/trastuzumab, trastuzumab/vinorelbine, capecitabine/trastuzumab, lapatinib/paclitaxel, pertuzumab/trastuzumab, MGAH22, 89Zr-trastuzumab, ARRY-380, poziotinib, selatinib, MM-111, lapatinib/trastuzumab, MM-302, cyclophosphamide/epirubicin/5-fluorouracil/paclitaxel/trastuzumab, cyclophosphamide/docetaxel/trastuzumab, SYD985, TAK-285, neratinib, lapatinib, erlotinib","15","erb-b2 receptor tyrosine kinase 2","2.54E-6","0.854","4.89E-7","2064","false","Plasma Membrane","ERBB2","2.25","8","17","","4","0","0","0.71771357","true","0","ERBB2","120192","","0.25","kinase"
"23528","7.41300736","0.0","9",,"0.13489802","1.0","","16","riboflavin kinase","1.0","0.225","1.0","55312","false","Cytoplasm","RFK","9.5","2","9","","2","0","0","0.70849967","true","0","RFK","0","","0.67857143","kinase"
"23529","7.06028958","6.6565E-4","2",,"0.14163725","0.16666667","","16","spastin","1.0","0.393","1.0","6683","false","Nucleus","SPAST","8.25","4","2","","4","0","0","0.72453229","true","0","SPAST","68614","","0.29807692","enzyme"
"23530","7.11844291","6.895E-5","12",,"0.14048016","0.33333333","","17","YY1 associated factor 2","1.0","0.246","1.0","10138","false","Nucleus","YAF2","9.33333333","1","12","","3","0","0","0.72188896","true","0","YAF2","8220","","0.42857143","transcription regulator"
"23531","6.59398496","0.00746184","11",,"0.15165336","0.66666667","","13","DnaJ (Hsp40) homolog, subfamily C, member 4","1.0","-0.05","1.0","3338","false","Cytoplasm","DNAJC4","6.0","3","11","","3","0","0","0.60042965","true","0","DNAJC4","18154","","0.42857143","other"
"23532","1.0","0.0","11",,"1.0","0.0","","1","vacuolar protein sorting 51 homolog (S. cerevisiae)","1.0","-0.5","0.495","738","false","Cytoplasm","VPS51","1.0","1","11","","1","0","0","1.0","true","0","VPS51","0","","0.0","other"
"23533","6.17517209","1.79E-6","1","1","0.16193881","0.0","","15","DnaJ (Hsp40) homolog, subfamily C, member 8","1.0","-0.008","1.0","22826","false","Nucleus","DNAJC8","15.5","1","1","","2","0","0","0.76476491","true","0","DNAJC8","862","","0.58","other"
"23534","9.27059103","0.0","14",,"0.10786799","0.0","","19","dynein, axonemal, light chain 1","1.0","-0.012","1.0","83544","false","Other","DNAL1","3.0","1","14","","1","0","0","0.62406404","true","0","DNAL1","0","","0.0","other"
"23535","8.27082839","6.1962E-4","14",,"0.12090687","0.0","","18","intraflagellar transport 43","1.0","0.505","0.428","112752","false","Cytoplasm","IFT43","2.0","3","14","","3","0","0","0.6695078","true","0","IFT43","69460","","0.33333333","other"
"23536","6.70377403","0.0","1","1","0.14916971","0.0","","14","dynein, axonemal, light intermediate chain 1","1.0","-0.071","1.0","7802","false","Cytoplasm","DNALI1","11.0","1","1","","1","0","0","0.74073754","true","0","DNALI1","0","","0.0","other"
"23537","5.68003798","0.00242233","9","9","0.17605516","0.0","","14","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","3.23E-171","-2.693","2.33E-173","79987","false","Cytoplasm","SVEP1","6.6","5","9","","5","0","0","0.787271","true","0","SVEP1","349542","","0.20740741","other"
"23538","1.5","0.13333333","5",,"0.66666667","0.33333333","","2","DND microRNA-mediated repression inhibitor 1","1.0","0.038","1.0","373863","false","Cytoplasm","DND1","4.0","3","5","","3","0","0","0.83333333","true","0","DND1","12","","0.73333333","other"
"23539","6.2069784","0.00192908","22","22","0.16110899","0.24358974","","13","fibulin 1","1.73E-8","-0.904","2.98E-9","2192","false","Extracellular Space","FBLN1","12.76923077","13","22","","13","0","0","0.76331916","true","0","FBLN1","405798","","0.16074951","other"
"23540","6.66935675","0.0","22","22","0.1499395","0.0","","13","LIM domain kinase 2","1.0","-0.115","1.0","3985","false","Cytoplasm","LIMK2","31.0","1","22","","1","0","0","0.74230197","true","0","LIMK2","0","","0.0","kinase"
"23541","6.95751246","0.0","15","15","0.14372953","0.0","","17","SMAD family member 6","1.0","-0.435","0.869","4091","false","Nucleus","SMAD6","5.0","1","15","","1","0","0","0.72920398","true","0","SMAD6","0","","0.0","transcription regulator"
"23542","6.01970093","7.1248E-4","11",,"0.16612121","0.33333333","","16","mitogen-activated protein kinase 8 interacting protein 1","1.0","-0.454","0.773","9479","false","Cytoplasm","MAPK8IP1","7.66666667","3","11","","3","0","0","0.77183178","true","0","MAPK8IP1","96256","","0.36666667","other"
"23543","6.67813909","0.00349699","22",,"0.14974231","0.0","","17","trinucleotide repeat containing 6B","1.0","-0.055","1.0","23112","false","Other","TNRC6B","5.33333333","3","22","","3","0","0","0.74190277","true","0","TNRC6B","509400","","0.33333333","other"
