"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Column 1","Column 3","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TF","TopologicalCoefficient","Type(s)"
"38822","1.5","0.6","15",,"0.66666667","0.0","","","","2","COP9 signalosome subunit 2","1.0","-0.167","1.0","9318","false","Cytoplasm","COPS2","2.0","3","15","","3","0","0","0.83333333","true","0","COPS2","18","",,"0.33333333","other"
"23807","7.8020413","0.0","15",,"0.12817159","0.0","","","","16","ribosomal L24 domain containing 1","1.0","-0.282","1.0","51187","false","Nucleus","RSL24D1","3.0","1","15","","1","0","0","0.6908163","true","0","RSL24D1","0","",,"0.0","other"
"25059","6.06764776","0.0","15",,"0.16480851","0.0","","","","15","SECIS binding protein 2-like","0.0709","-0.6","0.0194","9728","false","Other","SECISBP2L","18.0","1","15","","1","0","0","0.76965237","true","0","SECISBP2L","0","",,"0.0","other"
"38823","3.2578125","0.0","17",,"0.30695444","0.0","","","","5","phospholipase D family, member 6","1.0","-0.204","1.0","201164","false","Cytoplasm","PLD6","19.0","1","17","","1","0","0","0.71777344","true","0","PLD6","0","",,"0.0","enzyme"
"38824","3.21875","0.01687582","17",,"0.31067961","0.0","","","","5","nuclear receptor corepressor 1","1.0","0.026","1.0","9611","false","Nucleus","NCOR1","7.66666667","3","17","","3","0","0","0.72265625","true","0","NCOR1","1482","","1","0.35087719","transcription regulator"
"21231","6.76335153","0.0","17",,"0.14785569","0.0","","","","16","phosphatidylethanolamine N-methyltransferase","1.85E-8","-0.803","3.2E-9","10400","false","Cytoplasm","PEMT","7.0","1","17","","1","0","0","0.73802948","true","0","PEMT","0","",,"0.0","enzyme"
"21969","3.2578125","0.0","17",,"0.30695444","0.0","","","","5","myosin phosphatase Rho interacting protein","1.0","-0.414","0.996","23164","false","Cytoplasm","MPRIP","19.0","1","17","","1","0","0","0.71777344","true","0","MPRIP","0","",,"0.0","other"
"38825","3.2578125","0.0","17",,"0.30695444","0.0","","","","5","folliculin","1.0","-0.466","0.822","201163","false","Cytoplasm","FLCN","19.0","1","17","","1","0","0","0.71777344","true","0","FLCN","0","",,"0.0","other"
"38826","1.0","0.0","4",,"1.0","1.0","","","","1","COP9 signalosome subunit 4","1.0","-0.012","1.0","51138","false","Cytoplasm","COPS4","2.0","2","4","","2","0","0","1.0","true","0","COPS4","0","",,"1.0","other"
"24970","1.0","0.0","4",,"1.0","1.0","","","","1","mitochondrial ribosomal protein S18C","1.0","0.075","1.0","51023","false","Cytoplasm","MRPS18C","2.0","2","4","","2","0","0","1.0","true","0","MRPS18C","0","",,"1.0","other"
"38827","1.0","0.0","4",,"1.0","1.0","","","","1","helicase, POLQ-like","1.0","-0.509","0.39","113510","false","Nucleus","HELQ","2.0","2","4","","2","0","0","1.0","true","0","HELQ","0","",,"1.0","enzyme"
"38828","3.11538462","0.21846154","8",,"0.32098765","0.0","","","","5","transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)","1.93E-25","0.852","1.79E-26","6921","false","Nucleus","TCEB1","3.0","3","8","","3","0","0","0.6978022","true","0","TCEB1","322","",,"0.33333333","transcription regulator"
"24512","2.44","0.0","7",,"0.40983607","0.0","","","","4","intraflagellar transport 22","1.0","0.313","1.0","64792","false","Extracellular Space","IFT22","14.0","1","7","","1","0","0","0.712","true","0","IFT22","0","",,"0.0","other"
"38829","2.36","0.08","7",,"0.42372881","0.0","","","","4","guanine nucleotide binding protein (G protein), beta polypeptide 2","1.0","0.274","1.0","2783","false","Plasma Membrane","GNB2","7.5","2","7","","2","0","0","0.728","true","0","GNB2","66","",,"0.5","enzyme"
"38830","2.32","0.00530952","7",,"0.43103448","0.0","","","","4","zinc finger and SCAN domain containing 21","1.0","-0.069","1.0","7589","false","Nucleus","ZSCAN21","9.5","2","7","","2","0","0","0.736","true","0","ZSCAN21","14","",,"0.60714286","transcription regulator"
"38831","1.80487805","0.02918385","12","12","0.55405405","0.64835165","","","","3","polyhomeotic homolog 1 (Drosophila)","1.0","-0.016","1.0","1911","false","Nucleus","PHC1","13.42857143","14","12","","14","0","0","0.83902439","true","0","PHC1","290","",,"0.38367347","transcription regulator"
"38832","2.02439024","0.00718729","12",,"0.4939759","0.82142857","","","alglucosidase alfa","3","mannose-6-phosphate receptor (cation dependent)","1.0","0.184","1.0","4074","false","Cytoplasm","M6PR","16.25","8","12","","8","0","0","0.79512195","true","0","M6PR","104","",,"0.5078125","transporter"
"23723","6.16235462","1.7338E-4","12",,"0.16227563","0.0","","","","15","EMG1 N1-specific pseudouridine methyltransferase","1.0","0.21","1.0","10436","false","Nucleus","EMG1","4.5","9","12","","2","0","0","0.76534752","true","0","EMG1","17810","",,"0.5","other"
"21615","6.05577973","0.0019388","12",,"0.1651315","0.0","","","","15","NOP2 nucleolar protein","0.756","0.524","0.243","4839","false","Nucleus","NOP2","8.0","15","12","","2","0","0","0.77019183","true","0","NOP2","200666","",,"0.5","other"
"38833","2.04878049","4.0935E-4","12",,"0.48809524","0.95555556","","","","4","peroxisomal biogenesis factor 5","1.0","-0.24","1.0","5830","false","Cytoplasm","PEX5","16.4","10","12","","10","0","0","0.7902439","true","0","PEX5","8","",,"0.52903226","transmembrane receptor"
"38834","1.7804878","0.07323675","12",,"0.56164384","0.61538462","","","","3","NECAP endocytosis associated 1","1.0","0.233","1.0","25977","false","Plasma Membrane","NECAP1","13.42857143","14","12","","14","0","0","0.84390244","true","0","NECAP1","440","",,"0.38163265","other"
"38835","2.75","0.0","2",,"0.36363636","0.0","","","","4","COP9 signalosome subunit 7B","1.0","0.081","1.0","64708","false","Cytoplasm","COPS7B","4.0","1","2","","1","0","0","0.5625","true","0","COPS7B","0","",,"0.0","other"
"38836","1.83333333","0.45454545","2",,"0.54545455","0.0","","","","3","GRB10 interacting GYF protein 2","1.0","0.086","1.0","26058","false","Cytoplasm","GIGYF2","2.5","4","2","","4","0","0","0.79166667","true","0","GIGYF2","66","",,"0.25","other"
"38837","1.0","0.0","2",,"1.0","0.0","","","","1","MOB family member 4, phocein","1.0","0.157","1.0","25843","false","Cytoplasm","MOB4","1.0","1","2","","1","0","0","1.0","true","0","MOB4","0","",,"0.0","other"
"23085","5.3183005","2.2743E-4","2",,"0.18802999","0.66666667","","","","15","coenzyme Q10B","1.0","0.08","1.0","80219","false","Cytoplasm","COQ10B","43.16666667","1","2","","12","0","0","0.80371361","true","0","COQ10B","104032","",,"0.24526515","other"
"38838","3.34375","0.00162037","12",,"0.29906542","0.33333333","","","","6","coenzyme Q5, methyltransferase","1.0","0.077","1.0","84274","false","Cytoplasm","COQ5","7.0","4","12","","4","0","0","0.70703125","true","0","COQ5","40","",,"0.41176471","enzyme"
"23349","7.44006646","9.4922E-4","12",,"0.1344074","0.0","","","","15","ring finger protein 10","1.0","0.064","1.0","9921","false","Cytoplasm","RNF10","2.5","6","12","","2","0","0","0.70726971","true","0","RNF10","168048","",,"0.5","enzyme"
"38839","3.234375","0.00316408","12",,"0.30917874","0.5","","","","6","TP53 regulated inhibitor of apoptosis 1","1.0","0.162","1.0","51499","false","Cytoplasm","TRIAP1","7.5","4","12","","4","0","0","0.72070313","true","0","TRIAP1","70","",,"0.41666667","other"
"38840","4.33333333","0.0","14",,"0.23076923","0.0","","","","8","coenzyme Q6 monooxygenase","1.0","-0.021","1.0","51004","false","Cytoplasm","COQ6","16.0","1","14","","1","0","0","0.66666667","true","0","COQ6","0","",,"0.0","enzyme"
"23169","5.69261809","1.7726E-4","11",,"0.1756661","0.16666667","","","","15","NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa","1.0","-0.096","1.0","4723","false","Cytoplasm","NDUFV1","18.75","8","11","","4","0","0","0.78669918","true","0","NDUFV1","30358","",,"0.31465517","enzyme"
"21767","5.00332305","0.00510688","17",,"0.19986717","0.10714286","","","","14","COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor","1.0","0.171","1.0","1352","false","Cytoplasm","COX10","21.125","5","17","","8","0","0","0.81803077","true","0","COX10","1104866","",,"0.14335664","enzyme"
"38841","3.03125","0.00443212","17","17","0.32989691","0.33333333","","","","6","tetratricopeptide repeat domain 19","1.0","-0.15","1.0","54902","false","Cytoplasm","TTC19","10.0","3","17","","3","0","0","0.74609375","true","0","TTC19","676","",,"0.42028986","other"
"38842","1.0","0.0","17",,"1.0","1.0","","","","1","COX11 cytochrome c oxidase copper chaperone","1.0","0.031","1.0","1353","false","Cytoplasm","COX11","2.0","2","17","","2","0","0","1.0","true","0","COX11","0","",,"1.0","enzyme"
"38843","1.0","0.0","17",,"1.0","1.0","","","","1","syntaxin binding protein 4","2.65E-4","0.651","5.79E-5","252983","false","Cytoplasm","STXBP4","2.0","2","17","","2","0","0","1.0","true","0","STXBP4","0","",,"1.0","other"
"38844","1.0","0.0","17","17","1.0","1.0","","","","1","target of myb1 like 1 membrane trafficking protein","0.00806","0.684","0.00198","10040","false","Cytoplasm","TOM1L1","2.0","2","17","","2","0","0","1.0","true","0","TOM1L1","0","",,"1.0","other"
"38845","4.62790698","3.648E-4","10",,"0.2160804","0.66666667","","","","9","cytochrome c oxidase assembly homolog 15 (yeast)","1.0","-0.066","1.0","1355","false","Cytoplasm","COX15","10.0","4","10","","4","0","0","0.72093023","true","0","COX15","8","",,"0.45454545","enzyme"
"24372","4.61627907","0.00130936","10",,"0.21662469","0.4","","","","9","hypoxia inducible factor 1, alpha subunit inhibitor","1.0","-0.185","1.0","55662","false","Nucleus","HIF1AN","9.2","5","10","","5","0","0","0.72182469","true","0","HIF1AN","30","",,"0.4","enzyme"
"38846","4.125","0.03338801","14",,"0.24242424","0.39285714","","","","8","COX16 cytochrome c oxidase assembly homolog","1.0","0.481","0.714","51241","false","Cytoplasm","COX16","7.0","8","14","","8","0","0","0.6875","true","0","COX16","592","",,"0.3125","other"
"22183","5.2418704","0.00269455","14","14","0.1907716","0.21794872","","","","14","dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)","1.0","-0.391","1.0","1743","false","Cytoplasm","DLST","16.53846154","5","14","","13","0","0","0.80718771","true","0","DLST","707524","",,"0.13885267","enzyme"
"38847","3.5","0.12463635","14",,"0.28571429","0.33333333","","","","7","DDB1 and CUL4 associated factor 5","1.0","-0.07","1.0","8816","false","Cytoplasm","DCAF5","6.9","10","14","","10","0","0","0.75","true","0","DCAF5","1882","",,"0.272","other"
"38848","4.40277778","4.5644E-4","14",,"0.22712934","0.66666667","","","","8","solute carrier family 39, member 9","1.0","0.496","0.543","55334","false","Other","SLC39A9","7.0","4","14","","4","0","0","0.65972222","true","0","SLC39A9","8","",,"0.53846154","transporter"
"23229","4.31944444","4.8152E-4","14",,"0.23151125","0.83333333","","","","8","enhancer of rudimentary homolog (Drosophila)","3.67E-14","0.768","4.99E-15","2079","false","Nucleus","ERH","7.5","4","14","","4","0","0","0.66805556","true","0","ERH","16","",,"0.5","other"
"21264","5.1642535","0.00835094","14",,"0.19363883","0.02777778","","","","14","synaptojanin 2 binding protein","1.0","-0.225","1.0","55333","false","Cytoplasm","SYNJ2BP","9.44444444","1","14","","9","0","0","0.81071575","true","0","SYNJ2BP","920282","",,"0.12380952","other"
"38849","1.0","0.66666667","3",,"1.0","0.33333333","","","","1","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa","1.0","0.503","0.463","4710","false","Cytoplasm","NDUFB4","1.66666667","3","3","","3","0","0","1.0","true","0","NDUFB4","4","",,"0.66666667","transporter"
"23098","1.66666667","0.0","3",,"0.6","0.0","","","","2","COX17 cytochrome c oxidase copper chaperone","9.53E-7","0.711","1.78E-7","10063","false","Cytoplasm","COX17","3.0","1","3","","1","0","0","0.66666667","true","0","COX17","0","",,"0.0","enzyme"
"22560","6.35461666","0.00111671","7",,"0.1573659","0.0","","","","16","COX19 cytochrome c oxidase assembly factor","1.0","-0.313","1.0","90639","false","Cytoplasm","COX19","5.66666667","7","7","","3","0","0","0.75660833","true","0","COX19","164116","",,"0.33333333","other"
"38850","1.0","0.0","1",,"1.0","0.0","","","","1","COX20 cytochrome c oxidase assembly factor","1.0","0.473","0.771","116228","false","Cytoplasm","COX20","1.0","1","1","","1","0","0","1.0","true","0","COX20","0","","1","0.0","other"
"24432","8.1877522","0.0","",,"0.12213364","0.0","","","","17","HNRNPU antisense RNA 1","1.0","0.238","1.0","284702","false","Other","HNRNPU-AS1","3.0","1","","","1","0","0","0.67328399","true","0","HNRNPU-AS1","0","",,"0.0","other"
"38851","1.0","0.0","16",,"1.0","0.0","","","","1","ER membrane protein complex subunit 8","1.0","0.152","1.0","10328","false","Cytoplasm","EMC8","1.0","1","16","","1","0","0","1.0","true","0","EMC8","0","",,"0.0","other"
"21782","5.80750059","1.1712E-4","16",,"0.17219111","0.4","","","","16","cytochrome c oxidase subunit IV isoform 1","1.0","-0.166","1.0","1327","false","Cytoplasm","COX4I1","9.4","1","16","","5","0","0","0.78147725","true","0","COX4I1","16576","",,"0.26857143","enzyme"
"21802","5.78139093","1.8211E-4","19",,"0.17296876","0.0","","","","16","cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)","1.0","0.355","1.0","1340","false","Cytoplasm","COX6B1","13.25","6","19","","4","0","0","0.78266405","true","0","COX6B1","31154","",,"0.27840909","enzyme"
"25081","7.27296463","3.6071E-4","19","19","0.13749551","0.0","","","","17","ubiquitin-like modifier activating enzyme 2","1.0","-0.045","1.0","10054","false","Cytoplasm","UBA2","2.0","3","19","","2","0","0","0.71486524","true","0","UBA2","41456","","1","0.5","enzyme"
"21365","5.42036554","0.00206965","CHR_HG26_PATCH",,"0.1844894","0.225","","","","15","eukaryotic translation initiation factor 3, subunit K","1.0","-0.25","1.0","27335","false","Cytoplasm","EIF3K","12.8125","6","CHR_HG26_PATCH","","16","0","0","0.79907429","true","0","EIF3K","425732","",,"0.12317961","translation regulator"
"38852","2.77272727","0.0","19",,"0.36065574","1.0","","","","5","transmembrane protein 147","1.0","0.296","1.0","10430","false","Cytoplasm","TMEM147","6.33333333","3","19","","3","0","0","0.70454545","true","0","TMEM147","0","",,"0.7037037","other"
"24637","6.39022075","4.7472E-4","19",,"0.15648912","0.0","","","","16","lysine (K)-specific methyltransferase 2B","1.0","-0.052","1.0","9757","false","Nucleus","KMT2B","6.5","7","19","","2","0","0","0.75498997","true","0","KMT2B","94802","",,"0.5","transcription regulator"
"38853","2.68181818","0.07900433","19",,"0.37288136","0.5","","","","5","polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa","1.0","0.13","1.0","5438","false","Nucleus","POLR2I","5.25","4","19","","4","0","0","0.71969697","true","0","POLR2I","56","",,"0.55555556","transcription regulator"
"38854","2.59090909","0.12734488","19",,"0.38596491","0.4","","","","5","presenilin enhancer gamma secretase subunit","1.32E-4","0.602","2.82E-5","55851","false","Plasma Membrane","PSENEN","3.83333333","6","19","","6","0","0","0.73484848","true","0","PSENEN","94","",,"0.40740741","peptidase"
"38855","1.0","1.0","6",,"1.0","0.0","","","","1","SUMO1/sentrin specific peptidase 6","1.0","-0.039","1.0","26054","false","Cytoplasm","SENP6","1.0","2","6","","2","0","0","1.0","true","0","SENP6","2","",,"0.0","peptidase"
"23107","6.49537147","0.00143223","6",,"0.15395578","0.0","","","","14","cytochrome c oxidase subunit VIIa polypeptide 2 (liver)","1.0","0.498","0.521","1347","false","Cytoplasm","COX7A2","3.0","1","6","","4","0","0","0.75021039","true","0","COX7A2","265538","",,"0.28571429","enzyme"
"22266","7.32945644","0.00347334","3",,"0.13643577","0.31111111","","","","17","carboxypeptidase A3 (mast cell)","1.0","-0.029","1.0","1359","false","Extracellular Space","CPA3","4.3","7","3","","10","0","0","0.71229743","true","0","CPA3","1053184","",,"0.28666667","peptidase"
"23122","8.32779492","1.5E-7","15",,"0.12007981","0.83333333","","","","18","histidine decarboxylase","4.58E-4","-0.989","1.02E-4","3067","false","Cytoplasm","HDC","7.75","1","15","","4","0","0","0.66691841","true","0","HDC","8","",,"0.59615385","enzyme"
"23119","8.32803228","0.0","19","19","0.12007638","1.0","","","","18","sialic acid binding Ig-like lectin 6","1.0","-0.31","0.978","946","false","Extracellular Space","SIGLEC6","8.0","2","19","","3","0","0","0.66690762","true","0","SIGLEC6","0","",,"0.61538462","other"
"38856","1.9","0.0","19",,"0.52631579","1.0","","","","3","sialic acid binding Ig-like lectin 17, pseudogene","6.14E-7","-0.928","1.13E-7","284367","false","Other","SIGLEC17P","7.5","2","19","","2","0","0","0.7","true","0","SIGLEC17P","0","",,"0.83333333","other"
"23121","8.32803228","0.0","10",,"0.12007638","1.0","","","deserpidine/methyclothiazide, deserpidine, secologanin tryptamine alkaloid derivative, methamphetamine, amphetamine, tetrabenazine, reserpine/trichloromethiazide, chlorothiazide/reserpine, chlorthalidone/reserpine, hydralazine/hydrochlorothiazide/reserpine, hydroflumethiazide/reserpine, polythiazide/reserpine, hydrochlorothiazide/reserpine, N-methyl-3,4-methylenedioxyamphetamine, reserpine","18","solute carrier family 18 (vesicular monoamine transporter), member 2","1.0","-0.37","0.915","6571","false","Plasma Membrane","SLC18A2","8.0","2","10","","3","0","0","0.66690762","true","0","SLC18A2","0","",,"0.61538462","transporter"
"23120","8.32755756","4.7472E-4","16",,"0.12008323","0.5","","","","18","",,,,,"false","","TPSB2","7.0","4","16","","4","0","0","0.6669292","true","0","TPSB2","191514","",,"0.51923077",""
